"global_step","agent_type: gru (SAVI BC Dataset_v0) - _step","agent_type: gru (SAVI BC Dataset_v0) - _step__MIN","agent_type: gru (SAVI BC Dataset_v0) - _step__MAX","agent_type: gru (SAVI BC Dataset_v0) - metrics/success","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MIN","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MAX","agent_type: gw (Run set 2) - _step","agent_type: gw (Run set 2) - _step__MIN","agent_type: gw (Run set 2) - _step__MAX","agent_type: gw (Run set 2) - metrics/success","agent_type: gw (Run set 2) - metrics/success__MIN","agent_type: gw (Run set 2) - metrics/success__MAX"
"9780000","2608.2","2608","2609","0.800000011920929","0.6000000238418579","1","2608","2608","2608","0.48000000417232513","0","1"
"9795000","2612.2","2612","2613","0.8400000095367431","0.6000000238418579","1","2612","2612","2612","0.5200000047683716","0","1"
"9810000","2616.2","2616","2617","0.7200000166893006","0.6000000238418579","1","2616","2616","2616","0.44000000655651095","0","0.800000011920929"
"9825000","2620.2","2620","2621","0.8800000071525573","0.800000011920929","1","2620","2620","2620","0.32000001072883605","0","0.6000000238418579"
"9840000","2624.2","2624","2625","0.7600000083446503","0.4000000059604645","1","2624","2624","2624","0.48000000417232513","0","1"
"9855000","2628.2","2628","2629","0.6400000125169754","0.20000000298023224","0.800000011920929","2628","2628","2628","0.3600000083446503","0","0.6000000238418579"
"9870000","2632.2","2632","2633","0.6800000190734863","0.6000000238418579","0.800000011920929","2632","2632","2632","0.44000000357627866","0","1"
"9885000","2636.2","2636","2637","0.800000011920929","0.6000000238418579","1","2636","2636","2636","0.5200000137090683","0.20000000298023224","0.800000011920929"
"9900000","2640.2","2640","2641","0.760000005364418","0.20000000298023224","1","2640","2640","2640","0.6400000065565109","0.20000000298023224","1"
"9915000","2644.2","2644","2645","0.8800000071525573","0.800000011920929","1","2644","2644","2644","0.6800000071525574","0","1"
"9930000","2648.2","2648","2649","0.720000010728836","0.4000000059604645","1","2648","2648","2648","0.6000000089406967","0.20000000298023224","1"
"9945000","2652.2","2652","2653","0.6800000131130218","0.4000000059604645","1","2652","2652","2652","0.5600000083446502","0.20000000298023224","1"
"9960000","2656.2","2656","2657","0.6800000190734863","0.6000000238418579","0.800000011920929","2656","2656","2656","0.6000000149011612","0.20000000298023224","0.800000011920929"
"9975000","2660.2","2660","2661","0.9200000047683716","0.800000011920929","1","2660","2660","2660","0.6000000089406967","0.20000000298023224","1"
"9990000","2664.2","2664","2665","0.800000011920929","0.6000000238418579","1","2664","2664","2664","0.6400000095367432","0","1"
"10005000","2668.2","2668","2669","0.8400000095367431","0.6000000238418579","1","2668","2668","2668","0.5600000083446502","0","1"
"10020000","2672.2","2672","2673","0.600000011920929","0.4000000059604645","1","2672","2672","2672","0.6800000101327897","0.20000000298023224","0.800000011920929"
"10035000","2676.2","2676","2677","0.600000011920929","0","1","2676","2676","2676","0.5200000107288361","0.4000000059604645","0.800000011920929"
"10050000","2680.2","2680","2681","0.5200000107288361","0","1","2680","2680","2680","0.40000000298023225","0","1"
"10065000","2684.2","2684","2685","0.6000000149011612","0.20000000298023224","1","2684","2684","2684","0.5200000107288361","0","1"
"10080000","2688.2","2688","2689","0.6400000095367432","0","1","2688","2688","2688","0.5200000107288361","0","0.800000011920929"
"10095000","2692.2","2692","2693","0.6000000149011612","0.20000000298023224","0.800000011920929","2692","2692","2692","0.5600000083446502","0.20000000298023224","1"
"10110000","2696.2","2696","2697","0.6000000089406967","0.20000000298023224","1","2696","2696","2696","0.44000001549720763","0","0.6000000238418579"
"10125000","2700.2","2700","2701","0.6400000095367432","0.4000000059604645","1","2700","2700","2700","0.5600000143051147","0","1"
"10140000","2704.2","2704","2705","0.720000010728836","0.4000000059604645","1","2704","2704","2704","0.4000000089406967","0","0.800000011920929"
"10155000","2708.2","2708","2709","0.6800000101327897","0.20000000298023224","1","2708","2708","2708","0.6000000149011612","0.20000000298023224","0.800000011920929"
"10170000","2712.2","2712","2713","0.6000000059604644","0","1","2712","2712","2712","0.5600000143051147","0","0.800000011920929"
"10185000","2716.2","2716","2717","0.6800000101327897","0.20000000298023224","1","2716","2716","2716","0.6400000095367432","0","1"
"10200000","2720.2","2720","2721","0.6000000059604644","0","1","2720","2720","2720","0.5600000143051147","0","1"
"10215000","2724.2","2724","2725","0.4800000101327896","0.20000000298023224","0.800000011920929","2724","2724","2724","0.40000000298023225","0","1"
"10230000","2728.2","2728","2729","0.7600000083446503","0.4000000059604645","1","2728","2728","2728","0.5200000137090683","0.20000000298023224","0.800000011920929"
"10245000","2732.2","2732","2733","0.5200000077486038","0","1","2732","2732","2732","0.40000000298023225","0","1"
"10260000","2736.2","2736","2737","0.6000000089406967","0.20000000298023224","0.800000011920929","2736","2736","2736","0.48000000715255736","0","1"
"10275000","2740.2","2740","2741","0.2800000041723251","0","0.800000011920929","2740","2740","2740","0.7200000047683716","0","1"
"10290000","2744.2","2744","2745","0.600000011920929","0.4000000059604645","1","2744","2744","2744","0.600000011920929","0","1"
"10305000","2748.2","2748","2749","0.5200000107288361","0.4000000059604645","0.800000011920929","2748","2748","2748","0.44000000655651095","0","1"
"10320000","2752.2","2752","2753","0.5600000113248825","0.20000000298023224","0.800000011920929","2752","2752","2752","0.5200000077486038","0.20000000298023224","0.800000011920929"
"10335000","2756.2","2756","2757","0.6400000065565109","0.20000000298023224","1","2756","2756","2756","0.5600000143051147","0.4000000059604645","0.800000011920929"
"10350000","2760.2","2760","2761","0.6000000149011612","0.20000000298023224","0.800000011920929","2760","2760","2760","0.4800000101327896","0","1"
"10365000","2764.2","2764","2765","0.6000000178813935","0.4000000059604645","0.800000011920929","2764","2764","2764","0.40000001192092893","0","0.6000000238418579"
"10380000","2768.2","2768","2769","0.4800000131130219","0.20000000298023224","0.800000011920929","2768","2768","2768","0.44000000357627866","0","1"
"10395000","2772.2","2772","2773","0.4000000059604645","0","0.800000011920929","2772","2772","2772","0.720000010728836","0.4000000059604645","1"
"10410000","2776.2","2776","2777","0.5200000017881393","0.20000000298023224","1","2776","2776","2776","0.44000001549720763","0","0.6000000238418579"
"10425000","2780.2","2780","2781","0.6400000154972076","0.4000000059604645","0.800000011920929","2780","2780","2780","0.5200000047683716","0.20000000298023224","1"
"10440000","2784.2","2784","2785","0.3600000083446503","0","0.800000011920929","2784","2784","2784","0.600000011920929","0","1"
"10455000","2788.2","2788","2789","0.6400000095367432","0.4000000059604645","1","2788","2788","2788","0.6000000149011612","0.20000000298023224","0.800000011920929"
"10470000","2792.2","2792","2793","0.5600000083446502","0","0.800000011920929","2792","2792","2792","0.6000000029802323","0","1"
"10485000","2796.2","2796","2797","0.5200000107288361","0.4000000059604645","0.800000011920929","2796","2796","2796","0.4000000089406967","0","0.800000011920929"
"10500000","2800.2","2800","2801","0.44000000655651095","0","1","2800","2800","2800","0.44000001549720763","0","0.6000000238418579"
"10515000","2804.2","2804","2805","0.6000000029802323","0.20000000298023224","1","2804","2804","2804","0.5200000107288361","0.20000000298023224","1"
"10530000","2808.2","2808","2809","0.6400000065565109","0.20000000298023224","1","2808","2808","2808","0.5200000077486038","0","1"
"10545000","2812.2","2812","2813","0.6800000131130218","0.4000000059604645","1","2812","2812","2812","0.6400000035762787","0.20000000298023224","1"
"10560000","2816.2","2816","2817","0.6800000131130218","0.4000000059604645","0.800000011920929","2816","2816","2816","0.600000011920929","0","1"
"10575000","2820.2","2820","2821","0.600000011920929","0.4000000059604645","0.800000011920929","2820","2820","2820","0.5200000107288361","0","0.800000011920929"
"10590000","2824.2","2824","2825","0.7600000083446503","0.4000000059604645","1","2824","2824","2824","0.6000000089406967","0.20000000298023224","1"
"10605000","2828.2","2828","2829","0.720000010728836","0.4000000059604645","1","2828","2828","2828","0.720000010728836","0.4000000059604645","1"
"10620000","2832.2","2832","2833","0.7600000083446503","0.4000000059604645","1","2832","2832","2832","0.6000000089406967","0.20000000298023224","1"
"10635000","2836.2","2836","2837","0.7200000077486038","0.20000000298023224","1","2836","2836","2836","0.6800000101327897","0.20000000298023224","1"
"10650000","2840.2","2840","2841","0.720000010728836","0.4000000059604645","1","2840","2840","2840","0.600000011920929","0","0.800000011920929"
"10665000","2844.2","2844","2845","0.800000011920929","0.6000000238418579","1","2844","2844","2844","0.6400000125169754","0.20000000298023224","0.800000011920929"
"10680000","2848.2","2848","2849","0.7200000047683716","0","1","2848","2848","2848","0.44000000655651095","0","1"
"10695000","2852.2","2852","2853","0.8400000095367431","0.6000000238418579","1","2852","2852","2852","0.5600000083446502","0","1"
"10710000","2856.2","2856","2857","0.720000010728836","0.4000000059604645","1","2856","2856","2856","0.6400000035762787","0","1"
"10725000","2860.2","2860","2861","0.9200000047683716","0.800000011920929","1","2860","2860","2860","0.6800000071525574","0","1"
"10740000","2864.2","2864","2865","0.8400000095367431","0.6000000238418579","1","2864","2864","2864","0.600000011920929","0","1"
"10755000","2868.2","2868","2869","0.8000000059604645","0.4000000059604645","1","2868","2868","2868","0.7200000077486038","0.20000000298023224","1"
"10770000","2872.2","2872","2873","0.8400000095367431","0.6000000238418579","1","2872","2872","2872","0.5600000053644181","0","1"
"10785000","2876.2","2876","2877","0.800000011920929","0.6000000238418579","1","2876","2876","2876","0.6000000089406967","0.20000000298023224","1"
"10800000","2880.2","2880","2881","0.8400000095367431","0.800000011920929","1","2880","2880","2880","0.48000000715255736","0","0.800000011920929"
"10815000","2884.2","2884","2885","0.8800000071525573","0.800000011920929","1","2884","2884","2884","0.4800000131130219","0","0.800000011920929"
"10830000","2888.2","2888","2889","0.9200000047683716","0.800000011920929","1","2888","2888","2888","0.48000000715255736","0","1"
"10845000","2892.2","2892","2893","0.800000011920929","0.6000000238418579","1","2892","2892","2892","0.4400000095367432","0","0.800000011920929"
"10860000","2896.2","2896","2897","0.6800000131130218","0.4000000059604645","1","2896","2896","2896","0.6800000101327897","0.20000000298023224","1"
"10875000","2900.2","2900","2901","0.7200000166893006","0.6000000238418579","0.800000011920929","2900","2900","2900","0.6400000065565109","0.20000000298023224","1"
"10890000","2904.2","2904","2905","0.760000005364418","0.20000000298023224","1","2904","2904","2904","0.6400000035762787","0","1"
"10905000","2908.2","2908","2909","0.7200000166893006","0.6000000238418579","0.800000011920929","2908","2908","2908","0.4400000095367432","0","0.800000011920929"
"10920000","2912.2","2912","2913","0.8800000071525573","0.6000000238418579","1","2912","2912","2912","0.4800000101327896","0","0.800000011920929"
"10935000","2916.2","2916","2917","0.6800000101327897","0.20000000298023224","1","2916","2916","2916","0.5600000143051147","0.4000000059604645","0.800000011920929"
"10950000","2920.2","2920","2921","0.9200000047683716","0.800000011920929","1","2920","2920","2920","0.6000000089406967","0.20000000298023224","1"
"10965000","2924.2","2924","2925","0.9600000023841858","0.800000011920929","1","2924","2924","2924","0.4800000101327896","0","1"
"10980000","2928.2","2928","2929","0.9200000047683716","0.800000011920929","1","2928","2928","2928","0.6800000071525574","0.4000000059604645","1"
"10995000","2932.2","2932","2933","0.8800000071525573","0.6000000238418579","1","2932","2932","2932","0.48000000715255736","0","0.800000011920929"
"11010000","2936.2","2936","2937","0.6800000131130218","0.4000000059604645","1","2936","2936","2936","0.4000000089406967","0.20000000298023224","0.6000000238418579"
"11025000","2940.2","2940","2941","0.800000011920929","0.6000000238418579","1","2940","2940","2940","0.6000000149011612","0.20000000298023224","0.800000011920929"
"11040000","2944.2","2944","2945","0.7600000083446503","0.4000000059604645","1","2944","2944","2944","0.48000001907348633","0","0.6000000238418579"
"11055000","2948.2","2948","2949","0.8400000095367431","0.6000000238418579","1","2948","2948","2948","0.6400000035762787","0","1"
"11070000","2952.2","2952","2953","0.7200000166893006","0.6000000238418579","1","2952","2952","2952","0.5200000077486038","0.20000000298023224","1"
"11085000","2956.2","2956","2957","0.7600000083446503","0.4000000059604645","1","2956","2956","2956","0.6800000071525574","0","1"
"11100000","2960.2","2960","2961","0.800000011920929","0.6000000238418579","1","2960","2960","2960","0.5600000083446502","0","1"
"11115000","2964.2","2964","2965","0.6400000214576721","0.6000000238418579","0.800000011920929","2964","2964","2964","0.6800000041723251","0.20000000298023224","1"
"11130000","2968.2","2968","2969","0.7200000166893006","0.6000000238418579","1","2968","2968","2968","0.5600000053644181","0","1"
"11145000","2972.2","2972","2973","0.8800000071525573","0.800000011920929","1","2972","2972","2972","0.5600000083446502","0","1"
"11160000","2976.2","2976","2977","0.800000011920929","0.800000011920929","0.800000011920929","2976","2976","2976","0.6400000095367432","0","1"
"11175000","2980.2","2980","2981","0.6800000071525574","0.4000000059604645","1","2980","2980","2980","0.6400000035762787","0","1"
"11190000","2984.2","2984","2985","0.8400000095367431","0.6000000238418579","1","2984","2984","2984","0.6000000029802323","0","1"
"11205000","2988.2","2988","2989","1","1","1","2988","2988","2988","0.600000011920929","0","0.800000011920929"
"11220000","2992.2","2992","2993","0.7600000143051148","0.6000000238418579","1","2992","2992","2992","0.6400000095367432","0","1"
"11235000","2996.2","2996","2997","0.7600000143051148","0.6000000238418579","0.800000011920929","2996","2996","2996","0.6400000095367432","0","1"
"11250000","3000.2","3000","3001","0.7200000166893006","0.6000000238418579","0.800000011920929","3000","3000","3000","0.5600000143051147","0","1"
"11265000","3004.2","3004","3005","0.8400000095367431","0.6000000238418579","1","3004","3004","3004","0.5200000077486038","0","0.800000011920929"
"11280000","3008.2","3008","3009","0.720000010728836","0.4000000059604645","1","3008","3008","3008","0.6800000071525574","0","1"
"11295000","3012.2","3012","3013","0.8400000095367431","0.800000011920929","1","3012","3012","3012","0.6000000149011612","0.20000000298023224","1"
"11310000","3016.2","3016","3017","0.7600000083446503","0.4000000059604645","1","3016","3016","3016","0.600000011920929","0","1"
"11325000","3020.2","3020","3021","0.7600000083446503","0.4000000059604645","1","3020","3020","3020","0.6400000035762787","0","1"
"11340000","3024.2","3024","3025","0.9200000047683716","0.6000000238418579","1","3024","3024","3024","0.760000005364418","0.20000000298023224","1"
"11355000","3028.2","3028","3029","0.7600000143051148","0.6000000238418579","0.800000011920929","3028","3028","3028","0.6400000095367432","0","1"
"11370000","3032.2","3032","3033","0.800000011920929","0.6000000238418579","1","3032","3032","3032","0.6800000071525574","0","1"
"11385000","3036.2","3036","3037","0.7200000166893006","0.6000000238418579","0.800000011920929","3036","3036","3036","0.5200000077486038","0","1"
"11400000","3040.2","3040","3041","0.8800000011920929","0.4000000059604645","1","3040","3040","3040","0.6400000035762787","0","1"
"11415000","3044.2","3044","3045","0.8400000095367431","0.6000000238418579","1","3044","3044","3044","0.6400000035762787","0","1"
"11430000","3048.2","3048","3049","0.6800000131130218","0.4000000059604645","1","3048","3048","3048","0.6800000071525574","0","1"
"11445000","3052.2","3052","3053","0.7600000083446503","0.4000000059604645","1","3052","3052","3052","0.5200000107288361","0","0.800000011920929"
"11460000","3056.2","3056","3057","0.8400000095367431","0.6000000238418579","1","3056","3056","3056","0.6400000095367432","0","1"
"11475000","3060.2","3060","3061","0.7600000143051148","0.6000000238418579","1","3060","3060","3060","0.5600000053644181","0","1"
"11490000","3064.2","3064","3065","0.8000000059604645","0.4000000059604645","1","3064","3064","3064","0.6400000035762787","0","1"
"11505000","3068.2","3068","3069","0.8800000071525573","0.800000011920929","1","3068","3068","3068","0.6800000071525574","0","1"
"11520000","3072.2","3072","3073","0.8800000071525573","0.6000000238418579","1","3072","3072","3072","0.6400000095367432","0","0.800000011920929"
"11535000","3076.2","3076","3077","0.6800000131130218","0.4000000059604645","0.800000011920929","3076","3076","3076","0.6800000101327897","0.20000000298023224","1"
"11550000","3080.2","3080","3081","0.8400000095367431","0.6000000238418579","1","3080","3080","3080","0.6400000095367432","0","1"
"11565000","3084.2","3084","3085","0.8800000071525573","0.6000000238418579","1","3084","3084","3084","0.6800000071525574","0","1"
"11580000","3088.2","3088","3089","0.6800000131130218","0.4000000059604645","1","3088","3088","3088","0.5600000083446502","0","0.800000011920929"
"11595000","3092.2","3092","3093","0.800000011920929","0.6000000238418579","1","3092","3092","3092","0.5600000053644181","0","1"
"11610000","3096.2","3096","3097","0.9600000023841858","0.800000011920929","1","3096","3096","3096","0.5600000083446502","0","1"
"11625000","3100.2","3100","3101","0.600000011920929","0.4000000059604645","0.800000011920929","3100","3100","3100","0.5600000053644181","0","1"
"11640000","3104.2","3104","3105","0.8800000071525573","0.6000000238418579","1","3104","3104","3104","0.40000000298023225","0.20000000298023224","1"
"11655000","3108.2","3108","3109","0.7600000083446503","0.4000000059604645","1","3108","3108","3108","0.6000000089406967","0.20000000298023224","1"
"11670000","3112.2","3112","3113","0.800000011920929","0.800000011920929","0.800000011920929","3112","3112","3112","0.3600000083446503","0","0.800000011920929"
"11685000","3116.2","3116","3117","0.6800000190734863","0.6000000238418579","0.800000011920929","3116","3116","3116","0.5600000053644181","0.20000000298023224","1"
"11700000","3120.2","3120","3121","0.6800000071525574","0.4000000059604645","1","3120","3120","3120","0.44000000655651095","0","1"
"11715000","3124.2","3124","3125","0.760000005364418","0.20000000298023224","1","3124","3124","3124","0.48000000417232513","0.20000000298023224","1"
"11730000","3128.2","3128","3129","0.6800000131130218","0.4000000059604645","1","3128","3128","3128","0.4800000011920929","0","1"
"11745000","3132.2","3132","3133","0.8800000071525573","0.800000011920929","1","3132","3132","3132","0.6000000059604644","0","1"
"11760000","3136.2","3136","3137","0.8400000095367431","0.6000000238418579","1","3136","3136","3136","0.6400000095367432","0","1"
"11775000","3140.2","3140","3141","0.720000010728836","0.4000000059604645","1","3140","3140","3140","0.48000000417232513","0.20000000298023224","1"
"11790000","3144.2","3144","3145","0.8400000095367431","0.6000000238418579","1","3144","3144","3144","0.5200000137090683","0.20000000298023224","0.800000011920929"
"11805000","3148.2","3148","3149","0.8400000095367431","0.6000000238418579","1","3148","3148","3148","0.5200000107288361","0.20000000298023224","1"
"11820000","3152.2","3152","3153","0.6800000101327897","0.20000000298023224","1","3152","3152","3152","0.5200000107288361","0","1"
"11835000","3156.2","3156","3157","0.7600000083446503","0.4000000059604645","1","3156","3156","3156","0.5200000077486038","0","1"
"11850000","3160.2","3160","3161","0.8800000071525573","0.6000000238418579","1","3160","3160","3160","0.6800000071525574","0","1"
"11865000","3164.2","3164","3165","0.7600000083446503","0.4000000059604645","1","3164","3164","3164","0.4400000125169754","0","0.800000011920929"
"11880000","3168.2","3168","3169","0.7600000083446503","0.4000000059604645","1","3168","3168","3168","0.6400000095367432","0","1"
"11895000","3172.2","3172","3173","0.7600000083446503","0.4000000059604645","1","3172","3172","3172","0.6400000065565109","0.20000000298023224","1"
"11910000","3176.2","3176","3177","0.6000000089406967","0.20000000298023224","1","3176","3176","3176","0.600000011920929","0","1"
"11925000","3180.2","3180","3181","0.6800000131130218","0.4000000059604645","0.800000011920929","3180","3180","3180","0.5600000113248825","0.20000000298023224","1"
"11940000","3184.2","3184","3185","0.6000000059604644","0.4000000059604645","1","3184","3184","3184","0.5600000143051147","0","0.800000011920929"
"11955000","3188.2","3188","3189","0.6000000089406967","0.20000000298023224","1","3188","3188","3188","0.4800000101327896","0","0.800000011920929"
"11970000","3192.2","3192","3193","0.7200000077486038","0.20000000298023224","1","3192","3192","3192","0.5600000083446502","0","1"
"11985000","3196.2","3196","3197","0.6000000089406967","0.20000000298023224","1","3196","3196","3196","0.5200000107288361","0","0.800000011920929"
"12000000","3200.2","3200","3201","0.4800000131130219","0","0.800000011920929","3200","3200","3200","0.5600000143051147","0","0.800000011920929"
"12015000","3204.2","3204","3205","0.6800000101327897","0.20000000298023224","0.800000011920929","3204","3204","3204","0.6000000029802323","0","1"
"12030000","3208.2","3208","3209","0.6800000071525574","0.4000000059604645","1","3208","3208","3208","0.5600000083446502","0","1"
"12045000","3212.2","3212","3213","0.720000010728836","0.4000000059604645","1","3212","3212","3212","0.6400000095367432","0","1"
"12060000","3216.2","3216","3217","0.6800000131130218","0.4000000059604645","1","3216","3216","3216","0.5200000107288361","0","1"
"12075000","3220.2","3220","3221","0.44000001549720763","0.20000000298023224","0.6000000238418579","3220","3220","3220","0.6400000095367432","0","1"
"12090000","3224.2","3224","3225","0.7600000143051148","0.6000000238418579","1","3224","3224","3224","0.600000011920929","0","1"
"12105000","3228.2","3228","3229","0.8400000095367431","0.6000000238418579","1","3228","3228","3228","0.5200000077486038","0","1"
"12120000","3232.2","3232","3233","0.6000000149011612","0.20000000298023224","0.800000011920929","3232","3232","3232","0.5600000143051147","0","1"
"12135000","3236.2","3236","3237","0.6400000095367432","0.4000000059604645","1","3236","3236","3236","0.4400000095367432","0","0.800000011920929"
"12150000","3240.2","3240","3241","0.8000000059604645","0.4000000059604645","1","3240","3240","3240","0.5600000113248825","0.20000000298023224","0.800000011920929"
"12165000","3244.2","3244","3245","0.7200000166893006","0.6000000238418579","1","3244","3244","3244","0.600000011920929","0","0.800000011920929"
"12180000","3248.2","3248","3249","0.6800000131130218","0.4000000059604645","1","3248","3248","3248","0.4800000101327896","0","1"
"12195000","3252.2","3252","3253","0.5600000113248825","0.20000000298023224","1","3252","3252","3252","0.6800000071525574","0","1"
"12210000","3256.2","3256","3257","0.7600000143051148","0.6000000238418579","1","3256","3256","3256","0.5200000047683716","0","1"
"12225000","3260.2","3260","3261","0.6400000095367432","0.4000000059604645","1","3260","3260","3260","0.6000000059604644","0","1"
"12240000","3264.2","3264","3265","0.6400000095367432","0.4000000059604645","1","3264","3264","3264","0.5200000077486038","0.20000000298023224","0.800000011920929"
"12255000","3268.2","3268","3269","0.6800000071525574","0.4000000059604645","1","3268","3268","3268","0.5200000107288361","0","0.800000011920929"
"12270000","3272.2","3272","3273","0.6400000065565109","0.20000000298023224","1","3272","3272","3272","0.600000011920929","0","1"
"12285000","3276.2","3276","3277","0.5600000083446502","0.20000000298023224","1","3276","3276","3276","0.6000000059604644","0.20000000298023224","1"
"12300000","3280.2","3280","3281","0.5600000083446502","0.20000000298023224","1","3280","3280","3280","0.6000000059604644","0.20000000298023224","1"
"12315000","3284.2","3284","3285","0.7600000083446503","0.4000000059604645","1","3284","3284","3284","0.5200000107288361","0","1"
"12330000","3288.2","3288","3289","0.6400000095367432","0.4000000059604645","1","3288","3288","3288","0.44000001549720763","0","0.6000000238418579"
"12345000","3292.2","3292","3293","0.720000010728836","0.4000000059604645","1","3292","3292","3292","0.5600000083446502","0.20000000298023224","1"
"12360000","3296.2","3296","3297","0.6400000154972076","0.4000000059604645","1","3296","3296","3296","0.5200000017881393","0","1"
"12375000","3300.2","3300","3301","0.7600000083446503","0.4000000059604645","1","3300","3300","3300","0.6400000095367432","0","1"
"12390000","3304.2","3304","3305","0.6400000095367432","0","1","3304","3304","3304","0.4800000101327896","0","0.800000011920929"
"12405000","3308.2","3308","3309","0.5200000077486038","0.20000000298023224","0.800000011920929","3308","3308","3308","0.5600000143051147","0","1"
"12420000","3312.2","3312","3313","0.7600000083446503","0.4000000059604645","1","3312","3312","3312","0.5200000107288361","0","1"
"12435000","3316.2","3316","3317","0.6000000149011612","0.20000000298023224","0.800000011920929","3316","3316","3316","0.6400000125169754","0.20000000298023224","1"
"12450000","3320.2","3320","3321","0.6000000089406967","0.20000000298023224","1","3320","3320","3320","0.4800000131130219","0","0.800000011920929"
"12465000","3324.2","3324","3325","0.7600000143051148","0.6000000238418579","1","3324","3324","3324","0.5200000077486038","0","0.800000011920929"
"12480000","3328.2","3328","3329","0.600000011920929","0.4000000059604645","0.800000011920929","3328","3328","3328","0.5200000166893005","0","0.800000011920929"
"12495000","3332.2","3332","3333","0.6000000178813935","0.4000000059604645","0.800000011920929","3332","3332","3332","0.40000001192092893","0","0.6000000238418579"
"12510000","3336.2","3336","3337","0.7600000083446503","0.4000000059604645","1","3336","3336","3336","0.600000011920929","0.4000000059604645","0.800000011920929"
"12525000","3340.2","3340","3341","0.6400000154972076","0.4000000059604645","0.800000011920929","3340","3340","3340","0.5200000166893005","0","0.800000011920929"
"12540000","3344.2","3344","3345","0.800000011920929","0.6000000238418579","1","3344","3344","3344","0.4800000101327896","0","0.800000011920929"
"12555000","3348.2","3348","3349","0.6400000214576721","0.6000000238418579","0.800000011920929","3348","3348","3348","0.6000000059604644","0","1"
"12570000","3352.2","3352","3353","0.6400000065565109","0.20000000298023224","1","3352","3352","3352","0.5600000053644181","0","1"
"12585000","3356.2","3356","3357","0.7200000166893006","0.6000000238418579","0.800000011920929","3356","3356","3356","0.5600000143051147","0","0.800000011920929"
"12600000","3360.2","3360","3361","0.7600000083446503","0.4000000059604645","1","3360","3360","3360","0.5600000143051147","0","0.800000011920929"
"12615000","3364.2","3364","3365","0.8400000095367431","0.6000000238418579","1","3364","3364","3364","0.6400000035762787","0","1"
"12630000","3368.2","3368","3369","0.720000010728836","0.4000000059604645","1","3368","3368","3368","0.48000000417232513","0","1"
"12645000","3372.2","3372","3373","0.8400000035762787","0.4000000059604645","1","3372","3372","3372","0.560000017285347","0.20000000298023224","0.800000011920929"
"12660000","3376.2","3376","3377","0.7600000143051148","0.6000000238418579","1","3376","3376","3376","0.5200000107288361","0","1"
"12675000","3380.2","3380","3381","0.5600000113248825","0.20000000298023224","0.800000011920929","3380","3380","3380","0.5600000143051147","0","0.800000011920929"
"12690000","3384.2","3384","3385","0.6800000131130218","0.4000000059604645","1","3384","3384","3384","0.5600000143051147","0","0.800000011920929"
"12705000","3388.2","3388","3389","0.7600000083446503","0.4000000059604645","1","3388","3388","3388","0.360000005364418","0","0.800000011920929"
"12720000","3392.2","3392","3393","0.6800000131130218","0.4000000059604645","0.800000011920929","3392","3392","3392","0.5600000083446502","0","1"
"12735000","3396.2","3396","3397","0.6400000095367432","0.4000000059604645","1","3396","3396","3396","0.5600000083446502","0","1"
"12750000","3400.2","3400","3401","0.6800000190734863","0.6000000238418579","1","3400","3400","3400","0.5600000083446502","0","0.800000011920929"
"12765000","3404.2","3404","3405","0.720000010728836","0.4000000059604645","1","3404","3404","3404","0.6400000035762787","0","1"
"12780000","3408.2","3408","3409","0.6800000131130218","0.4000000059604645","1","3408","3408","3408","0.5200000107288361","0","0.800000011920929"
"12795000","3412.2","3412","3413","0.5600000143051147","0.4000000059604645","0.800000011920929","3412","3412","3412","0.6000000089406967","0.20000000298023224","1"
"12810000","3416.2","3416","3417","0.800000011920929","0.6000000238418579","1","3416","3416","3416","0.48000000715255736","0","0.800000011920929"
"12825000","3420.2","3420","3421","0.5600000113248825","0.20000000298023224","0.800000011920929","3420","3420","3420","0.6000000149011612","0.20000000298023224","0.800000011920929"
"12840000","3424.2","3424","3425","0.6000000149011612","0.20000000298023224","0.800000011920929","3424","3424","3424","0.600000011920929","0","1"
"12855000","3428.2","3428","3429","0.8000000029802322","0.20000000298023224","1","3428","3428","3428","0.6800000071525574","0.4000000059604645","1"
"12870000","3432.2","3432","3433","0.6400000154972076","0.4000000059604645","0.800000011920929","3432","3432","3432","0.5600000083446502","0","1"
"12885000","3436.2","3436","3437","0.8400000095367431","0.6000000238418579","1","3436","3436","3436","0.5200000137090683","0.20000000298023224","0.800000011920929"
"12900000","3440.2","3440","3441","0.800000011920929","0.6000000238418579","1","3440","3440","3440","0.600000011920929","0","1"
"12915000","3444.2","3444","3445","0.6400000095367432","0.4000000059604645","0.800000011920929","3444","3444","3444","0.5200000166893005","0","0.800000011920929"
"12930000","3448.2","3448","3449","0.7600000083446503","0.4000000059604645","1","3448","3448","3448","0.40000001192092893","0","0.6000000238418579"
"12945000","3452.2","3452","3453","0.7600000083446503","0.4000000059604645","1","3452","3452","3452","0.5600000083446502","0","1"
"12960000","3456.2","3456","3457","0.5600000143051147","0","0.800000011920929","3456","3456","3456","0.6400000095367432","0","1"
"12975000","3460.2","3460","3461","0.720000010728836","0.4000000059604645","1","3460","3460","3460","0.4800000131130219","0","0.800000011920929"
"12990000","3464.2","3464","3465","0.8400000095367431","0.6000000238418579","1","3464","3464","3464","0.48000001907348633","0","0.6000000238418579"
